orgid,ein,charity_name,category,city,state,efficiency_rating_star,affiliate_payments,admin_expense,total_revenue,program_expense,other_revenue,capacity_rating,program_expense_percent,primary_revenue_growth,fund_efficiency,cause,tag_line,overall_rating,website,total_functional_expense,leader_comp,program_expense_growth,net_assets,efficiency_rating,leader_comp_percent,capacity_rating_star,budget_surplus,admin_expense_percent,fund_expense,primary_revenue,url,fund_expense_percent,email,working_capital_ratio,overall_rating_star
9504,38-2882823,Affirmations,Public Benefit,Ferndale,MI,0,0,270662,825966,729639,104920,10.00,60.5,-16.5,0.30,Advocacy and Civil Rights,People building community,30.36,http://www.goaffirmations.org,1204388,97081,-5.1,3104427,20.36,8.06,1,-378422,22.4,204087,721046,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9504,16.9,info@GoAffirmations.org,2.57,1
4525,53-0218859,The Africa-America Institute,International,New York,NY,2,0,1310812,3415378,3380208,-45654,10.96,70.9,-2.7,0.02,"International Peace, Security, and Affairs","Educating people, connecting worlds",39.48,http://www.aaionline.org,4762917,226170,-1.0,8210028,28.52,4.74,1,-1347539,27.5,71897,3461032,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4525,1.5,aainy@aaionline.org,1.72,1
5857,95-2275044,African Enterprise,Religion,Monrovia,CA,2,0,146425,1295488,766591,15316,7.50,69.1,-9.1,0.15,Religious Activities,"A ministry of missions, evangelism, and reconciliation in Africa",36.91,http://www.africanenterprise.org,1109140,23200,-14.5,595289,29.41,2.09,1,186348,13.2,196124,1280172,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5857,17.6,info@aeusa.org,0.53,1
3219,52-0781390,African Wildlife Foundation,Animals,Washington,DC,4,0,1290327,20333026,16732156,-650723,30.00,85.5,6.7,0.07,Wildlife Conservation,Ensuring the wildlife and wild lands of Africa will endure forever,68.55,http://www.awf.org,19547247,226063,10.1,26054132,38.55,1.15,4,785779,6.6,1524764,20983749,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3219,7.8,africanwildlife@awf.org,1.21,4
3220,23-7116952,Africare,International,Washington,DC,4,0,2836792,47988918,43772757,-7494,19.34,92.4,8.4,0.01,Development and Relief Services,"Improving lives, building futures",58.58,http://www.africare.org,47353232,177844,4.3,9091387,39.24,0.37,3,635686,5.9,743683,47996412,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3220,1.5,development@africare.org,0.12,3
3222,39-1711417,AFS-USA,International,New York,NY,4,0,2547906,30224143,25050391,98925,12.98,87.1,-0.4,0.08,"International Peace, Security, and Affairs","Connecting lives, sharing cultures",51.69,http://usa.afs.org,28750444,144639,2.1,19662719,38.71,0.50,2,1473699,8.8,1152147,30125218,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3222,4.0,afsinfo@afs.org,0.53,3
8074,95-4441208,After-School All-Stars,Human Services,Los Angeles,CA,2,0,477638,1206642,2055719,-651915,17.08,73.5,5.8,0.14,"Youth Development, Shelter, and Crisis Services",After school programs & youth summer camps for at risk youth,46.03,http://www.afterschoolallstars.org,2796377,250000,-13.3,2035571,28.94,8.94,2,-1589735,17.0,263020,1858557,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8074,9.4,mail@afterschoolallstars.org,0.72,2
8881,52-1231983,"Aga Khan Foundation, USA",International,Washington ,DC,4,0,4296622,28477759,57899279,-272673,20.00,92.7,-18.7,0.00,Development and Relief Services,Dedicated to improving living conditions and opportunities for the poor,59.27,http://www.akdn.org/akf,62438611,53750,28.4,170715336,39.27,0.08,3,-33960852,6.8,242709,28750432,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8881,0.3,info@akfusa.org,2.73,3
5635,68-0226944,Agape Villages,Human Services,San Ramon,CA,0,0,161889,3101757,2114953,125780,0.00,65.2,-6.0,0.75,Children's and Family Services,Healing hearts and building families,18.06,http://www.agapevillages.org,3242303,89371,-0.7,-3938836,18.06,2.75,0,-140546,4.9,965461,2975977,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5635,29.7,info@agapevillages.org,-1.21,0
7928,95-2542982,Agency for Jewish Education of San Diego County,Religion,San Diego,CA,2,0,92070,972302,912607,17977,7.45,79.1,-6.2,0.21,Religious Activities,Enriching Jewish lives through Jewish education,37.56,http://www.ajesd.org/,1152677,155307,-1.5,713735,30.10,13.47,1,-180375,7.9,148000,954325,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7928,12.8,ajesd@ajesd.org,0.39,1
9755,91-1276578,Agros International,International,Seattle,WA,2,0,354585,3988980,2788286,63974,21.60,71.4,-2.1,0.19,Development and Relief Services,Land. Hope. Life.,51.24,http://www.agros.org/,3903735,92500,17.4,6272926,29.64,2.36,3,85245,9.0,760864,3925006,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9755,19.4,miracles@agros.org,1.01,3
3223,13-5604164,Agudath Israel of America,Religion,New York,NY,4,0,1308336,13169316,11624180,482675,25.95,88.8,4.1,0.01,Religious Activities,Promoting ideals of Orthodox Judaism,64.83,,13083159,83337,3.7,18126899,38.88,0.63,4,86157,10.0,150643,12686641,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3223,1.1,cfo@agudathisrael.org,1.38,4
9407,23-2072722,Aid For Friends,Human Services,Philadelphia,PA,4,0,146892,3785139,3882931,119050,17.86,94.4,1.8,0.02,Social Services,Food and friendship; little miracles love can bring,57.02,http://www.aidforfriends.org/,4112014,68834,4.7,3082410,39.16,1.67,3,-326875,3.5,82191,3666089,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9407,1.9,info@aidforfriends.org,0.68,3
5063,22-2707246,AIDS Action Committee of Massachusetts,Health,Boston,MA,1,0,1182827,9237313,5699978,604141,18.24,64.0,10.3,0.24,"Diseases, Disorders, and Disciplines",Preventing new HIV infections and optimizing the health of those already infected,42.15,http://www.aac.org,8904459,184105,1.5,2776393,23.90,2.06,3,332854,13.2,2021654,8633172,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5063,22.7,info@aac.org,0.31,2
8802,13-3632234,AIDS Community Research Initiative of America,Health,New York,NY,2,0,298701,3190149,2424893,1059,25.00,77.4,19.9,0.13,"Diseases, Disorders, and Disciplines","Helping people with HIV lead longer, healthier lives",57.25,http://acria.org,3131423,132977,16.8,855192,32.25,4.24,4,58726,9.5,407829,3189090,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8802,13.0,info@acria.org,0.27,3
8535,94-2922039,AIDS Emergency Fund,Health,San Francisco,CA,3,0,113147,1920841,1665810,128704,15.58,81.9,-0.1,0.14,"Diseases, Disorders, and Disciplines",Providing critical financial assistance to people living with disabling HIV/AIDS,48.77,http://aidsemergencyfund.org/,2033538,76608,2.8,1575575,33.19,3.76,2,-112697,5.5,254581,1792137,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8535,12.5,ptyrone@aef-sf.org,0.77,2
5707,76-0073661,AIDS Foundation Houston,Health,Houston,TX,4,0,590739,9335504,7740373,506075,27.50,86.8,14.4,0.06,"Diseases, Disorders, and Disciplines",Creating positive social impact,66.18,http://www.aidshelp.org,8909899,100140,12.8,4804155,38.68,1.12,4,425605,6.6,578787,8829429,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5707,6.4,info@afhouston.org,0.53,4
3224,95-3842506,AIDS Project Los Angeles,Health,Los Angeles,CA,3,0,1214931,14239600,11013857,338356,10.73,79.3,-3.8,0.12,"Diseases, Disorders, and Disciplines","Leadership in prevention, advocacy and service",43.66,http://www.apla.org,13884138,213701,1.5,8058172,32.93,1.53,1,355462,8.7,1655350,13901244,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3224,11.9,info@apla.org,0.56,2
7701,95-4264845,AIDS Research Alliance,Health,West Hollywood,CA,1,0,178321,1935832,1590293,13934,15.77,75.1,-6.4,0.35,Medical Research,Because research works,40.78,http://www.aidsresearch.org/,2116771,128728,8.2,1143484,25.01,6.08,2,-180939,8.4,348157,1921898,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7701,16.4,info@aidsresearch.org,0.54,2
3803,94-3231546,The Aims Project,International,San Ramon,CA,4,0,8682,5696587,5863941,21584,22.50,99.8,9.0,0.00,Single Country Support Organizations,Compassion has no limits,62.48,http://www.aimshospital.org,5874786,,37.2,884218,39.98,,4,-178199,0.1,2163,5675003,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3803,0.0,donations@aimsproject.org,0.15,4
6492,54-1797281,Air Force Aid Society,Human Services,Arlington,VA,3,0,1413360,-862249,12778847,-7067577,12.43,88.0,-1.2,0.05,Social Services,The official charity of the United States Air Force,47.81,http://www.afas.org/,14512573,194139,-1.6,148158584,35.37,1.33,1,-15374822,9.7,320366,6205328,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6492,2.2,dvosburg@afas.org,10.09,2
8760,23-7078212,Air Force Enlisted Village,Human Services,Shalimar,FL,3,0,605918,7702359,6995096,5447181,20.11,88.3,4.1,0.17,Social Services,Providing a home,55.42,http://www.afenlistedwidows.org/,7916381,130881,2.2,16335567,35.30,1.65,3,-214022,7.6,315367,2255178,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8760,3.9,afef@afev.us,2.06,3
6890,31-0668800,Air Force Museum Foundation,"Arts, Culture, Humanities",Wright Patterson Air Force Base,OH,0,0,211317,4680186,1443696,1935342,23.89,64.2,21.5,0.32,Museums,Supporting the National Museum of the United States Air Force,45.32,http://www.airforcemuseum.com,2246006,106379,2.9,22861686,21.42,4.73,4,2434180,9.4,590993,2744844,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6890,26.3,afmffrnd@donet.com,10.17,2
10661,75-2679444,Airline Ambassadors International,International,Moss Beach,CA,4,0,118091,734267,1240044,9124,5.00,90.5,-43.8,0.01,"International Peace, Security, and Affairs",Providing humanitarian aid to children and families in need,44.05,http://www.airlineamb.org/,1369075,36100,-31.7,527337,39.05,2.63,1,-634808,8.6,10940,725143,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10661,0.7,fundraising@airlineamb.org,0.38,2
4993,13-3548993,Aish New York,Religion,New York,NY,4,0,448918,5314347,7238105,234375,20.00,89.6,-12.4,0.08,Religious Activities,Adventures in urban Judaism,58.28,http://www.aishny.com/,8077307,314208,17.8,8317492,38.28,3.89,3,-2762960,5.5,390284,5079972,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4993,4.8,ny@aish.com,1.02,3
6627,34-0813426,Akron Art Museum,"Arts, Culture, Humanities",Akron,OH,1,0,1429532,1390210,2777323,-271688,20.00,62.9,-34.0,0.17,Museums,Promoting the appreciation of art,46.29,http://www.akronartmuseum.org,4414055,172038,31.3,52328088,26.29,3.89,3,-3023845,32.3,207200,1661898,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6627,4.6,mail@akronartmuseum.org,8.28,2
6133,34-1087615,Akron Community Foundation,Public Benefit,Akron,OH,2,0,1199443,23673629,8564811,16598457,26.05,81.5,6.5,0.10,Community Foundations,Enriching lives since 1955,56.70,http://www.akroncommunityfdn.org,10504090,112000,6.0,93985678,30.65,1.06,4,13169539,11.4,739836,7075172,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6133,7.0,sallen@akroncommunityfdn.org,5.37,3
8192,34-1369388,Akron-Canton Regional Foodbank,Human Services,Akron,OH,3,0,752028,24578191,22855367,-46280,30.00,93.5,14.0,0.03,"Food Banks, Food Pantries, and Food Distribution",A source of hope to those in need,64.35,http://www.akroncantonfoodbank.org,24432673,140894,19.9,9827945,34.35,0.57,4,145518,3.0,825278,24624471,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8192,3.3,josie@akroncantonfoodbank.org,0.38,4
7261,63-0652734,Alabama Shakespeare Festival,"Arts, Culture, Humanities",Montgomery,AL,3,0,1354525,9163522,6201776,203020,11.83,77.7,2.0,0.06,Performing Arts,Providing classical and contemporary artistic works,47.11,http://www.asf.net/,7975788,171683,0.8,2794411,35.27,2.15,1,1187734,16.9,419487,8960502,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7261,5.2,info@asf.net,0.35,2
5818,94-2960297,Alameda County Community Food Bank,Human Services,Oakland,CA,3,19037,342891,26489057,23652080,248505,30.00,95.3,12.1,0.03,"Food Banks, Food Pantries, and Food Distribution",Alleviating hunger in Alameda County,67.03,,24814640,150142,12.7,13551607,37.03,0.60,4,1674417,1.3,819669,26240552,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5818,3.3,,0.54,4
5928,92-0061466,Alaska Conservation Foundation,Environment,Anchorage,AK,4,0,277725,4794633,3350583,55583,17.50,83.5,15.4,0.08,Environmental Protection and Conservation,Ensuring that Alaska's unparalleled natural resources are protected for future generations,55.72,http://alaskaconservation.org/,4012237,106358,-3.7,6928917,38.22,2.65,3,782396,6.9,383929,4739050,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5928,9.5,acfinfo@akcf.org,0.56,3
7132,52-1814742,Alaska Wilderness League,Environment,Washington,DC,1,0,310938,3547710,2434511,267156,22.99,69.4,4.2,0.23,Environmental Protection and Conservation,"Your land, your voice",47.43,http://www.alaskawild.org/,3504283,94427,20.8,1451801,24.44,2.69,4,43427,8.8,758834,3280554,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7132,21.6,membership@alaskawild.org,0.41,2
3227,52-0992700,The Alban Institute,Religion,Herndon,VA,0,0,1171362,2058016,2792656,357538,14.94,67.7,-4.6,0.52,Religious Activities,"Strengthening congregations to be vital communities of faith, health and leadership",36.45,http://www.alban.org,4124877,198934,0.9,4613992,21.50,4.82,2,-2066861,28.3,160859,1700478,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3227,3.8,Funding@alban.org,1.06,1
6766,14-1343061,Albany Institute of History & Art,"Arts, Culture, Humanities",Albany,NY,1,0,317173,1727452,1451402,82255,11.05,67.2,-6.2,0.26,Museums,A museum for the 21st Century,36.15,http://www.albanyinstitute.org/,2156692,87000,-11.4,13401221,25.10,4.03,1,-429240,14.7,388117,1645197,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6766,17.9,information@albanyinstitute.org,5.46,1
9356,13-1982786,The Albert Schweitzer Fellowship,International,Boston,MA,2,0,126603,835196,1428136,47220,20.00,79.3,-14.6,0.31,Development and Relief Services,Reducing disparities in health and healthcare,48.19,,1800386,107315,25.6,3627993,28.19,5.96,3,-965190,7.0,245647,787976,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9356,13.6,,1.66,2
6779,16-6001555,Albright-Knox Art Gallery,"Arts, Culture, Humanities",Buffalo,NY,3,0,2378492,-3545501,9577945,-8406919,25.68,76.9,-1.5,0.17,Museums,Experience the unexpected,58.37,http://www.albrightknox.org,12451529,311193,14.4,108728381,32.69,2.49,4,-15997030,19.1,495092,4861418,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6779,3.9,info@albrightknox.org,7.51,3
10299,85-0129165,Albuquerque Academy,Education,Albuquerque,NM,1,0,7320652,21242195,30088588,-1331261,24.46,78.6,4.4,0.53,Private Elementary and Secondary Schools,Changing children's lives and nurturing their natural passion for learning,50.05,http://aa.edu,38258721,312624,6.2,179926578,25.58,0.81,4,-17016526,19.1,849481,22573456,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10299,2.2,morgan@aa.edu,3.94,3
8155,58-1322015,Aldersgate Renewal Ministries,Religion,Goodlettsville,TN,2,0,239639,952832,706139,114608,13.70,70.5,-0.3,0.08,Religious Activities,Working for the spiritual renewal of the United Methodist Church,44.53,http://www.aldersgaterenewal.org,1001496,59602,-5.7,1798031,30.83,5.95,2,-48664,23.9,55718,838224,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8155,5.5,info@aldersgaterenewal.org,1.28,2
6705,11-2716763,Aleh Negev Foundation,International,New York,NY,3,0,63885,1562544,1271441,748,5.00,83.7,-4.5,0.11,Single Country Support Organizations,"Caring for Israel's severely disabled, together",38.37,,1518566,0,-3.4,617480,33.37,0,1,43978,4.2,183240,1561796,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6705,12.0,,0.40,1
6821,23-2081703,ALEPH: Alliance for Jewish Renewal,Religion,Philadelphia,PA,3,0,274488,1477528,1070128,34037,22.34,78.0,19.9,0.05,Religious Activities,Keep the flame burning,54.91,https://www.aleph.org/,1371555,83700,4.8,891950,32.56,6.10,3,105973,20.0,26939,1443491,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6821,1.9,info@aleph.org,0.56,3
3821,59-0173782,Alexander Muss Institute for Israel Education,International,Rockville Centre,NY,4,0,374602,7502099,6488893,280643,27.50,92.7,16.3,0.06,Single Country Support Organizations,Providing a superior Israel education experience,66.77,http://www.amiie.org/,6998581,1727,19.9,4740449,39.27,0.02,4,503518,5.3,135086,7221456,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3821,1.9,info@amiie.org,0.65,4
12443,56-2496146,Alex's Lemonade Stand Foundation,Health,Wynnewood,PA,4,0,739970,6947064,5064475,680076,30.00,83.3,13.5,0.04,"Diseases, Disorders, and Disciplines","Fighting childhood cancer, one cup at a time",68.33,http://www.alexslemonade.org,6072705,107778,26.8,9697058,38.33,1.77,4,874359,12.1,268260,6266988,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12443,4.4,Cynthia@AlexsLemonade.org,1.59,4
10949,58-0641496,All About Developmental Disabilities,Human Services,Atlanta,GA,4,0,336868,2899508,1999773,522254,14.76,80.1,-1.4,0.07,Social Services,"Support, advocacy, and opportunity since 1956",52.77,http://www.aadd.org,2496341,119327,5.0,1621910,38.01,4.78,2,403167,13.4,159700,2377254,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10949,6.3,give@aadd.org,0.64,3
5582,59-2481738,All Children's Hospital Foundation,Public Benefit,St. Petersburg,FL,2,0,665252,20633854,17194295,8959111,26.83,81.0,3.1,0.29,Fundraising Organizations,"Bringing health, hope and happiness to children",54.94,,21219420,279129,64.8,147457499,28.10,1.31,4,-585566,3.1,3359873,11674743,http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5582,15.8,,5.53,3
